Count,Word,Max. Freq.,Min. Freq.,This Word,Total,Key Term Score,Definition,Lexicon Entries
,φύλαξ,238,22,"46,83","61773,14","0,0444","watcher, guard, sentinel,","LSJ, Middle Liddell, Slater"
270,γιγνώσκω,51,45,"46,5","61819,64","0,0028","come to know, perceive","LSJ, Middle Liddell, Autenrieth"
,ἐμός,241,16,46,"61865,64","0,0107",mine,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἡμός,255,0,"45,83","61911,47","0,0099",[unavailable],Middle Liddell
,λογόω,356,0,"45,67","61957,14","0,0123",introduce,LSJ
,ἑκάτερος,65,39,"45,5","62002,64","0,0094","each of two, each singly,","LSJ, Middle Liddell, Slater"
,τέχνη,152,24,"45,17","62047,8","0,0145","art, skill, cunning of hand","LSJ, Middle Liddell, Autenrieth"
,γοῦν,45,45,45,"62092,8","0,0043",at least then,"LSJ, Middle Liddell, Autenrieth"
,σκοπέω,188,0,"44,67","62137,47","0,019","behold, contemplate","LSJ, Middle Liddell, Slater"
,σκοπάω,188,0,"44,67","62182,14","0,019",[unavailable],LSJ
,θεάω,691,0,"44,5","62226,64","0,0207",[unavailable],LSJ
280,ἀποδίδωμι,56,43,"44,25","62270,89","0,0046",give up,"LSJ, Middle Liddell, Slater, Autenrieth"
,νυνδί,44,44,44,"62314,89","0,0349",[unavailable],Middle Liddell
,ἐξ,176,0,44,"62358,89","0,0045",[unavailable],Middle Liddell
,δύο,61,43,"43,93","62402,83","0,0032",Acut.(Sp.,"LSJ, Middle Liddell, Slater, Autenrieth"
,μείς,658,2,"43,75","62446,58","0,0208",Ars Prooem.,"LSJ, Middle Liddell, Slater, Autenrieth"
,κενόω,179,1,"43,4","62489,98","0,005",empty,"LSJ, Middle Liddell"
,φιλέω,377,9,"43,17","62533,14","0,0151","love, regard with affection,","LSJ, Middle Liddell, Slater, Autenrieth"
,αἱρέω,43,43,43,"62576,14","0,0029","take with the hand, grasp, seize","LSJ, Middle Liddell, Slater, Autenrieth"
,σοφός,61,37,43,"62619,14","0,0061",skilled in any handicraft,"LSJ, Middle Liddell, Slater"
,λανθάνω,67,39,"42,87","62662,01","0,0035",escape notice,"LSJ, Middle Liddell, Autenrieth"
290,δίδωμι,47,41,"42,5","62704,51","0,0013",Aër.,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐρωτάω,65,35,"42,5","62747,01","0,0053","ask,","LSJ, Middle Liddell, Autenrieth"
,μέρος,56,38,"42,5","62789,51","0,0039","share, portion","LSJ, Middle Liddell, Slater"
,τελευτάω,65,35,"42,5","62832,01","0,0058","bring to pass, accomplish","LSJ, Middle Liddell, Slater, Autenrieth"
,πάσχω,70,36,"42,17","62874,18","0,0025",have,"LSJ, Middle Liddell, Slater, Autenrieth"
,πηρός,481,0,"42,02","62916,19","0,006","disabled in a limb, maimed","LSJ, Middle Liddell, Autenrieth"
,χρόνος,54,38,42,"62958,19","0,0022","time,","LSJ, Middle Liddell, Slater, Autenrieth"
,πόλεμος,77,37,42,"63000,19","0,0058","war,","LSJ, Middle Liddell, Slater, Autenrieth"
,φιλοσοφία,42,42,42,"63042,19","0,0105","love of knowledge, pursuit there of, speculation,","LSJ, Middle Liddell"
,ἀγαθόω,167,0,"41,33","63083,53","0,0122",do good to,LSJ
300,ἔρχομαι,51,39,"41,17","63124,69","0,0023",ibo,"LSJ, Middle Liddell, Slater, Autenrieth"
,πλεῖστος,41,41,41,"63165,69","0,0025","most, greatest, largest,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐπιτήδευμα,41,41,41,"63206,69","0,0133","pursuit, business, custom,","LSJ, Middle Liddell"
,ῥᾴδιος,90,27,"40,67","63247,36","0,006","easy, ready","LSJ, Middle Liddell, Slater"
,ἐγώγε,162,0,"40,5","63287,86","0,0199",[unavailable],Middle Liddell
,μικρός,162,0,"40,5","63328,36","0,0051","small, little","LSJ, Middle Liddell, Slater, Autenrieth"
,σμικρός,162,0,"40,5","63368,86","0,0053","small, unimportant","LSJ, Middle Liddell, Slater, Autenrieth"
,παρέχω,56,36,"40,25","63409,11","0,0023",hand over,"LSJ, Middle Liddell, Slater, Autenrieth"
,μήν,644,0,"40,25","63449,36","0,0225","verily, truly","LSJ, Middle Liddell, Autenrieth"
,μήν,644,0,"40,25","63489,61","0,0225",month,"LSJ, Slater, Autenrieth"
310,παρά,450,0,"40,08","63529,69","0,0065",beside,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἡδύς,49,37,40,"63569,69","0,0029",pleasant,"LSJ, Middle Liddell, Autenrieth"
,ἀμφότερος,73,29,40,"63609,69","0,007","either,","LSJ, Middle Liddell, Slater, Autenrieth"
,Ζεύς,1.615,0,"39,8","63649,49","0,0176",dyaús,"LSJ, Middle Liddell, Slater"
,χράω,536,13,"39,43","63688,92","0,0097","proclaim,","LSJ, Middle Liddell, Slater, Autenrieth"
,οἰκεῖος,139,26,"39,25","63728,17","0,009",in,"LSJ, Middle Liddell, Slater"
,ἐργάζομαι,39,39,39,"63767,17","0,0042","work, labour,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἅπτω,46,38,"38,53","63805,7","0,0038",fasten,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἀνθρωπώ,186,0,"38,17","63843,87","0,0077",[unavailable],LSJ
,ἀπόλλυμι,62,30,38,"63881,87","0,0039","destroy utterly, kill,","LSJ, Middle Liddell, Autenrieth"
320,ἐχθρός,70,34,38,"63919,87","0,007","hated, hateful","LSJ, Middle Liddell, Slater, Autenrieth"
,τιμάω,192,7,38,"63957,87","0,0105","honour, revere, reverence","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀρετάω,197,0,38,"63995,87","0,0152","thrive, prosper,","LSJ, Middle Liddell, Autenrieth"
,ὧδε,38,38,38,"64033,87","0,008","in this wise, thus,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀρετή,197,0,38,"64071,87","0,0152","goodness, excellence,","LSJ, Middle Liddell, Autenrieth"
,φαῦλος,38,38,38,"64109,87","0,0044","cheap, easy, slight, paltry,","LSJ, Middle Liddell"
,πάλιν,37,37,37,"64146,87","0,0017","back, backwards","LSJ, Middle Liddell, Slater, Autenrieth"
,εὐδαίμων,41,35,"36,5","64183,37","0,0075",blessed with a good genius,"LSJ, Middle Liddell, Slater"
,ἄριστος,129,19,"36,5","64219,87","0,0074",best,"LSJ, Middle Liddell, Slater, Autenrieth"
,φύζω,389,0,"36,38","64256,25","0,0269",[unavailable],LSJ
330,πρῶτος,344,0,"36,22","64292,47","0,0071",first,"LSJ, Slater, Autenrieth"
,πρωτός,344,0,"36,22","64328,69","0,0071",destined,LSJ
,ἥκιστος,36,36,36,"64364,69","0,0055",least,"LSJ, Middle Liddell"
,κακόω,196,1,36,"64400,69","0,0101","maltreat, distress","LSJ, Middle Liddell, Autenrieth"
,δημιουργός,66,26,36,"64436,69","0,0185","one who works for the people, a skilled workman, handicraftsman",Middle Liddell
,παιδεία,39,35,36,"64472,69","0,0095",rearing of a child,"LSJ, Middle Liddell"
,κινδυνεύω,36,36,36,"64508,69","0,0062","to be daring, run risk","LSJ, Middle Liddell, Slater"
,εἴτε,165,0,36,"64544,69","0,0093","sive..sive.., either..or.., whether..or..,","LSJ, Middle Liddell, Slater, Autenrieth"
,διάνοια,36,36,36,"64580,69","0,0062","thought,","LSJ, Middle Liddell"
,ἰδέω,249,0,"35,76","64616,45","0,0076",[unavailable],Autenrieth
340,ἀρά,5.131,0,"35,75","64652,2","0,2671",prayer,Slater
,ἀρά,5.131,0,"35,75","64687,94","0,2671","prayer,","LSJ, Middle Liddell"
,ἀράζω,5.131,0,"35,75","64723,69","0,227","snarl, growl,",LSJ
,ἀρή,5.131,0,"35,75","64759,43","0,2671","bane, ruin,","LSJ, Autenrieth"
,ἄρα,5.132,0,"35,71","64795,15","0,2925",[unavailable],Slater
,ἄρα,5.132,0,"35,71","64830,86","0,2925",i[rtilde],"LSJ, Autenrieth"
,ποιόω,276,0,"35,67","64866,53","0,0114","make of a certain quality,",LSJ
,ἄρον,5.126,0,"35,55","64902,07","0,2986","cuckoo-pint, Arum italicum,",LSJ
,ἆρα,5.126,0,"35,55","64937,62","0,2986",anxiety,LSJ
,ἆρα,5.126,0,"35,55","64973,16","0,2986",particle introducing a question,"Middle Liddell, Slater"
350,κρείσσων,58,28,"35,5","65008,66","0,0059","stronger, mightier","LSJ, Middle Liddell, Autenrieth"
,χάω,795,0,"35,4","65044,06","0,0156",[unavailable],LSJ
,μουσικός,104,12,35,"65079,06","0,023",musical,"LSJ, Middle Liddell"
,ἀμείνων,35,35,35,"65114,06","0,0045",better:,"LSJ, Middle Liddell, Autenrieth"
,ὑπέρ,35,35,35,"65149,06","0,001",upaári,"LSJ, Middle Liddell, Slater, Autenrieth"
,γῆ,35,35,35,"65184,06","0,0016",earth,"LSJ, Middle Liddell, Autenrieth"
,ναῦς,710,4,"34,8","65218,87","0,0357","ship,","LSJ, Middle Liddell, Slater, Autenrieth"
,τύραννος,45,31,"34,5","65253,37","0,0062","an absolute ruler,","LSJ, Middle Liddell, Slater"
,μηδέ,199,0,"34,33","65287,7","0,0055",and not,"LSJ, Middle Liddell, Slater, Autenrieth"
,Μῆδος,199,0,"34,33","65322,03","0,0055","Mede, Median","LSJ, Middle Liddell"
360,ἀναγκαῖος,144,14,"34,25","65356,28","0,0147","of, with,","LSJ, Middle Liddell, Slater, Autenrieth"
,τοσοῦτος,34,34,34,"65390,28","0,0014","so large, so tall,","LSJ, Middle Liddell, Slater, Autenrieth"
,φίλος,413,0,"33,5","65423,78","0,0183","loved, beloved, dear","Middle Liddell, Slater, Autenrieth"
,φίλος,413,0,"33,5","65457,28","0,0183","beloved, dear,",LSJ
,οἰκέω,176,13,"33,42","65490,7","0,0067","inhabit,","LSJ, Middle Liddell, Slater, Autenrieth"
,πολίτης,51,27,33,"65523,7","0,0053","citizen, freeman,","LSJ, Middle Liddell, Autenrieth"
,ἰατρικός,33,33,33,"65556,7","0,0121",of,"LSJ, Middle Liddell"
,αἰσχρός,33,33,33,"65589,7","0,003","causing shame, dishonouring, reproachful","LSJ, Middle Liddell, Slater, Autenrieth"
,τοιόσδε,33,33,33,"65622,7","0,0056","such as this,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἄρτι,33,33,33,"65655,7","0,0065","just, exactly,","LSJ, Middle Liddell, Slater"
370,δῖος,1.552,0,"32,8","65688,5","0,0169","heavenly,","LSJ, Middle Liddell, Slater, Autenrieth"
,διά,1.552,0,"32,8","65721,3","0,0169",through;,"LSJ, Middle Liddell, Slater, Autenrieth"
,Δίη,1.552,0,"32,8","65754,1","0,0169",[unavailable],Autenrieth
,Δῖα,1.552,0,"32,8","65786,9","0,0169",[unavailable],LSJ
,Δίον,1.552,0,"32,8","65819,7","0,0169",[unavailable],Autenrieth
,ἱκανόω,140,0,"32,5","65852,2","0,0261","make sufficient, qualify","LSJ, Middle Liddell"
,κάκη,185,0,"32,5","65884,7","0,0147","wickedness, vice","LSJ, Middle Liddell"
,ἐννοέω,58,29,"32,5","65917,2","0,0142","have in one's thoughts, consider, reflect,","LSJ, Middle Liddell"
,ἀνδρεῖος,100,16,"32,33","65949,53","0,0166",of,"LSJ, Middle Liddell"
,λέγος,516,0,"32,25","65981,78","0,0269",lewd,LSJ
380,μεταξύ,32,32,32,"66013,78","0,0053",in the midst,"LSJ, Middle Liddell, Autenrieth"
,παιδεύω,32,32,32,"66045,78","0,0067",bring up,"LSJ, Middle Liddell, Slater"
,πονηρός,32,32,32,"66077,78","0,0037","oppressed by toils,","LSJ, Middle Liddell"
,πρίν,32,32,32,"66109,78","0,0029","before, until.","LSJ, Middle Liddell, Slater, Autenrieth"
,ζάω,142,12,32,"66141,78","0,0086",to live,"LSJ, Middle Liddell, Autenrieth"
,ὄψις,37,31,"31,67","66173,45","0,0033","aspect, appearance","LSJ, Middle Liddell, Slater, Autenrieth"
,τότε,285,0,"31,67","66205,12","0,0126","at that time, then,","LSJ, Middle Liddell, Slater, Autenrieth"
,τοτέ,285,0,"31,67","66236,78","0,0128","at times, now and then",Middle Liddell
,τοτέ,285,0,"31,67","66268,45","0,0128","at times, now and then,","LSJ, Slater, Autenrieth"
,αἰσθάνομαι,48,26,"31,5","66299,95","0,0049","perceive, apprehend by the senses","LSJ, Middle Liddell"
390,κρίνω,37,29,31,"66330,95","0,0036","separate, put asunder, distinguish","LSJ, Middle Liddell, Slater, Autenrieth"
,γέλοιος,46,30,31,"66361,95","0,0099","mirth-provoking, amusing","LSJ, Middle Liddell"
,πλούσιος,52,24,31,"66392,95","0,0078","wealthy, opulent,","LSJ, Middle Liddell"
,πλέω,230,3,"30,82","66423,77","0,0055","sail, go by sea,","LSJ, Middle Liddell, Slater, Autenrieth"
,ποιός,620,0,"30,57","66454,33","0,0501","of a certain nature, kind",Middle Liddell
,ποῖος,620,0,"30,57","66484,9","0,0492",of what kind?,"LSJ, Middle Liddell, Slater, Autenrieth"
,ποιός,620,0,"30,57","66515,47","0,0501","of a certain nature, kind,",LSJ
,σκέπτομαι,32,30,"30,5","66545,97","0,0055",look,"LSJ, Middle Liddell, Autenrieth"
,ὅπη,30,30,30,"66575,97","0,009",by which,"LSJ, Middle Liddell"
,γυμναστικός,30,30,30,"66605,97","0,0178","fond of athletic exercises, skilled in them,","LSJ, Middle Liddell"
400,ἐπειδάν,30,30,30,"66635,97","0,0068","whenever,","LSJ, Middle Liddell, Autenrieth"
,ἀπεργάζομαι,30,30,30,"66665,97","0,0079","finish off, complete, bring to perfection,","LSJ, Middle Liddell"
,ὀλίγος,69,17,30,"66695,97","0,0035","little, small,","LSJ, Middle Liddell, Slater, Autenrieth"
,ὅμοιος,201,0,"29,92","66725,88","0,0078","like, resembling,","LSJ, Middle Liddell"
,ὁμοῖος,201,0,"29,92","66755,8","0,0078",similar,"Slater, Autenrieth"
,βιόω,494,2,"29,61","66785,41","0,0213","live, pass one's life","LSJ, Middle Liddell, Autenrieth"
,δικαιόω,133,0,"29,5","66814,91","0,0147","set right,","LSJ, Middle Liddell, Slater"
,ἔπειτα,51,29,"29,41","66844,32","0,0041","thereupon, thereafter, then,","LSJ, Middle Liddell, Slater, Autenrieth"
,πλείων,218,5,"29,32","66873,64","0,0069","more,","LSJ, Middle Liddell, Autenrieth"
,καθίστημι,67,21,"29,17","66902,81","0,0044",set down,"LSJ, Middle Liddell, Autenrieth"
410,δοκόω,270,0,"29,09","66931,89","0,0119","furnish with rafters,",LSJ
,κτάομαι,147,5,"29,08","66960,97","0,0127","procure for oneself, get, acquire","LSJ, Middle Liddell, Slater, Autenrieth"
,χρήσιμος,29,29,29,"66989,97","0,0042","useful, serviceable,","LSJ, Middle Liddell"
,ὡσαύτως,29,29,29,"67018,97","0,0098","in like manner, just so,","LSJ, Middle Liddell"
,ἁρμονία,29,29,29,"67047,97","0,0081","means of joining, fastening,","LSJ, Middle Liddell, Slater"
,ἕπομαι,38,26,29,"67076,97","0,0037",follow,"LSJ, Slater, Autenrieth"
,δόξα,290,0,"28,92","67105,89","0,0186","expectation,","LSJ, Middle Liddell, Slater, Autenrieth"
,τρίτος,51,24,"28,67","67134,56","0,0056","third,","LSJ, Middle Liddell, Slater, Autenrieth"
,δεύτερος,37,27,"28,67","67163,22","0,0034","second,","LSJ, Middle Liddell, Slater, Autenrieth"
,κάλως,693,0,"28,43","67191,66","0,0181","reefing rope, reef",LSJ
420,κάλως,693,0,"28,43","67220,09","0,0181","a reefing rope, reef",Middle Liddell
,νάω,526,0,"28,28","67248,37","0,0389","flow,","LSJ, Middle Liddell, Slater, Autenrieth"
,κακία,32,28,"28,25","67276,62","0,0067",badness,"LSJ, Middle Liddell"
,ἴδιος,135,0,"28,1","67304,72","0,0088","one's own, pertaining to oneself","LSJ, Middle Liddell, Autenrieth"
,νομίζω,28,28,28,"67332,72","0,0016","use customarily, practise,","LSJ, Middle Liddell, Slater"
,θυμοειδής,28,28,28,"67360,72","0,0113",high-spirited,"LSJ, Middle Liddell"
,πῆρος,261,0,"27,93","67388,66","0,004","loss of strength, dotage",LSJ
,ἐπιθυμία,188,0,"27,92","67416,57","0,034","desire, yearning","LSJ, Middle Liddell"
,ἐπιθυμιάω,188,0,"27,92","67444,49","0,033",offer incense,"LSJ, Middle Liddell"
,ἔχις,656,0,"27,73","67472,22","0,0204",viper,"LSJ, Middle Liddell"
430,τρόπος,319,0,"27,54","67499,76","0,0162","turn, direction, way,",LSJ
,τρόπος,319,0,"27,54","67527,29","0,0162","a turn, direction, course, way","Middle Liddell, Slater"
,τροπός,319,0,"27,54","67554,83","0,0162","twisted leathern thong,","LSJ, Middle Liddell, Autenrieth"
,ἴσος,208,1,"27,53","67582,36","0,0085",equal,"LSJ, Middle Liddell, Slater"
,μετέχω,29,27,"27,5","67609,86","0,0037","partake of, share in","LSJ, Middle Liddell, Slater"
,ψῦχος,253,0,"27,4","67637,26","0,0276","cold,","LSJ, Middle Liddell, Autenrieth"
,ὅσπερ,27,27,27,"67664,26","0,0032","the very man who, the very thing which","LSJ, Middle Liddell, Slater, Autenrieth"
,ἅτε,27,27,27,"67691,26","0,0046","just as, as if, so as,","LSJ, Middle Liddell, Slater, Autenrieth"
,εἰκός,126,0,27,"67718,26","0,0073",like truth,"LSJ, Middle Liddell"
,οὐδαμός,108,0,27,"67745,26","0,0168","not any one, no one","LSJ, Middle Liddell"
440,βιός,511,0,"26,95","67772,21","0,0229",bow,"LSJ, Slater, Autenrieth"
,βιός,511,0,"26,95","67799,15","0,0229",a bow,Middle Liddell
,βίος,511,0,"26,95","67826,1","0,0229",life,"LSJ, Middle Liddell, Slater, Autenrieth"
,βλάπτω,39,24,"26,5","67852,6","0,0061","disable, hinder","LSJ, Middle Liddell, Slater, Autenrieth"
,χαίρω,28,26,"26,5","67879,1","0,0022","rejoice, be glad,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἔργνυμι,106,0,"26,5","67905,6","0,0051",to confine,Middle Liddell
,χέω,636,1,"26,4",67932,"0,023",pour,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐλάσσων,65,19,"26,33","67958,33","0,0078","smaller, less","LSJ, Middle Liddell, Autenrieth"
,κἀν,26,26,26,"67984,33","0,0018","and if, even if, although",Middle Liddell
,ὠφελέω,26,26,26,"68010,33","0,0045","help, aid, succour,","LSJ, Middle Liddell"
450,ἰσχυρός,29,25,26,"68036,33","0,0042",strong,"LSJ, Middle Liddell"
,σοφία,26,26,26,"68062,33","0,0054",cleverness,"LSJ, Middle Liddell, Slater"
,ἀνίημι,332,11,"25,87","68088,2","0,0137",send up,"LSJ, Middle Liddell, Slater, Autenrieth"
,οἰκία,31,25,"25,75","68113,95","0,0033","building, house, dwelling,","LSJ, Middle Liddell"
,ἰδιάζω,115,0,"25,6","68139,55","0,0109",to be alone,LSJ
,ὅλοξ,167,0,"25,5","68165,05","0,0092","whole, entire, complete",Middle Liddell
,ταύτῃ,102,0,"25,5","68190,55","0,0132",in this way.,Middle Liddell
,βλέπω,33,23,"25,5","68216,05","0,0044","see, have the power of sight","LSJ, Middle Liddell, Slater"
,ἐπιτηδεύω,27,25,"25,5","68241,55","0,0086",pursue,"LSJ, Middle Liddell"
,ὅλος,167,0,"25,5","68267,05","0,0103","whole, entire, complete in all its parts,","LSJ, Slater"
460,ἰδιώτης,27,25,"25,5","68292,55","0,0047","private person, individual","LSJ, Middle Liddell"
,δύω,128,0,"25,43","68317,98","0,0088","cause to sink, sink, plunge in","LSJ, Middle Liddell, Autenrieth"
,ἦδος,228,0,"25,33","68343,32","0,0076","delight, pleasure","LSJ, Middle Liddell"
,ἤδη,228,0,"25,33","68368,65","0,0076","already, by this time","LSJ, Middle Liddell, Slater, Autenrieth"
,ἤδη,228,0,"25,33","68393,98","0,0076",[unavailable],LSJ
,ἐπιθυμέω,132,16,"25,08","68419,07","0,0232",set one's heart upon,"LSJ, Middle Liddell"
,ἀφικνέομαι,25,25,25,"68444,07","0,0021","arrive at, come to, reach:","LSJ, Middle Liddell, Slater, Autenrieth"
,τυραννικός,25,25,25,"68469,07","0,0087",of,"LSJ, Middle Liddell"
,ἦθος,49,17,25,"68494,07","0,0075",an accustomed place,"LSJ, Middle Liddell, Slater, Autenrieth"
,τάσσω,45,22,"24,83","68518,9","0,004","draw up in order of battle, form, array, marshal","LSJ, Middle Liddell, Slater"
470,πάρειμι,91,18,"24,72","68543,62","0,0033",sum,"LSJ, Middle Liddell, Slater, Autenrieth"
,ὁμοιόω,127,12,"24,58","68568,2","0,0102","make like,","LSJ, Middle Liddell"
,ἄρος,2.970,0,"24,55","68592,74","0,2236","use, profit, help,",LSJ
,μισθός,47,17,"24,5","68617,24","0,0063",hire,"LSJ, Middle Liddell, Slater, Autenrieth"
,πῆ,99,0,"24,33","68641,58","0,0172",in what way? how?,Middle Liddell
,πη,99,0,"24,33","68665,91","0,0172","somewhere, anywhere","LSJ, Middle Liddell"
,ναί,388,0,"24,25","68690,16","0,0937","yea, verily","LSJ, Middle Liddell, Slater, Autenrieth"
,Ναίς,388,0,"24,25","68714,41","0,0949",[unavailable],Slater
,αἴτιος,72,8,24,"68738,41","0,0037","culpable, responsible","LSJ, Middle Liddell, Slater, Autenrieth"
,ἰατρός,30,22,24,"68762,41","0,0051","one who heals, physician","LSJ, Middle Liddell, Slater"
480,πονηρία,24,24,24,"68786,41","0,0086",bad state,"LSJ, Middle Liddell"
,πρᾶξις,45,17,24,"68810,41","0,0046","doing, transaction, business,","LSJ, Middle Liddell, Slater"
,ὀνομάζω,39,19,24,"68834,41","0,0018","speak of by name, call","LSJ, Middle Liddell, Autenrieth"
,ἡμέτερος,24,24,24,"68858,41","0,0036",our,"LSJ, Middle Liddell, Autenrieth"
,ἐμέω,201,0,24,"68882,41","0,01","vomit, throw up","LSJ, Middle Liddell, Autenrieth"
,πολεμικός,24,24,24,"68906,41","0,0053",of,"LSJ, Middle Liddell"
,θέω,603,0,"23,94","68930,35","0,0187",dhávate,"LSJ, Middle Liddell, Autenrieth"
,θέω,603,0,"23,94","68954,29","0,0187","shine, gleam",LSJ
,νέος,520,0,"23,87","68978,16","0,0264","young, youthful","LSJ, Middle Liddell, Slater, Autenrieth"
,θεάομαι,154,0,"23,68","69001,84","0,0102","gaze at, behold","LSJ, Middle Liddell"
490,σώζω,25,23,"23,5","69025,34","0,0021","to save, keep",Middle Liddell
